"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 28 09:52:10 BDT 2024","Thu Mar 28 09:52:25 BDT 2024","15274","Calculator automation suite","Calculator Automation","CalcTestRunner","CalcTestRunner","doSeries","doSeries",""
